ID;Straßenname;Schlüssel;Stadtteil;Suchgitter;Beginn_der_Straße;Ende_der_Straße;Umbenannt_in;Erloschen_am;Historisches;Bemerkungen;Beschlussdatum;Gremium;Quelle;Vormals;Erloschen;Beschlussdatum_bis
455;Friedrich-Walter-Straße;6515;Feudenheim;N,66;Ilvesheimer Straße;Odenwaldstraße;;;"Taufbezirk nach Ehrenbürgern.
Prof. Dr. Friedrich Walter (1870-1956), Historiker.
1896-1899 ordnete Walter im städtischen Auftrag Archiv und Bibliothek des Nationaltheaters und veröffentlichte die ""Geschichte des Theaters und der Musik am kurpfälzischen Hofe"". 1900 erhielt Walter den Auftrag, zum 300. Stadtjubiläum eine repräsentative Darstellung der Mannheimer Stadtgeschichte zu schreiben. Seit 1900 fungierte er als Herausgeber und Hauptautor der ""Mannheimer Geschichtsblätter"". 1907-1935 arbeitete er als erster hauptamtlicher  Mannheimer Stadtarchivar. Im  Ersten Weltkrieg wurde er 1915-1918 als Leutnant der Landwehr zum Kriegsdienst in Frankreich eingezogen. 1921-1935 war er  Direktor des 1926 eröffneten Mannheimer Schlossmuseums. Sein privates Engagement galt dem Verkehrs- und Altertumsverein sowie dem Badischen Verkehrsverband. Dem links-liberalen Bürgertum nahestehend, bemühte er sich um die deutsch-französische Aussöhnung. 
Im Zuge der nationalsozialistischen Gleichschaltung wurde Walter, der mit einer Jüdin verheiratet war, von allen Ehrenämtern enthoben. Seine Frau Alice Darmstädter entging dem letzten Transport für Partnern aus sogenannten Mischehen. 1948 veröffentlichte er die Biographie der Großherzogin Stephanie. 1950 folgte unter dem Titel ""Schicksal einer deutschen Stadt"" die Mannheimer Stadtgeschichte von 1907-1945. 1952 erschien eine Kurzfassung von ""Mannheim in Vergangenheit und Gegenwart"".
Für seine Verdienste um die Mannheimer Geschichtsschreibung wurde er 1949 zum Ehrenbürger ernannt und 1954 mit der Schiller-Plakette der Stadt Mannheim ausgezeichnet. Im Collini-Center befindet sich der nach ihm benannte Vortragssaal des Stadtarchivs. 
1999 wurde der Friedrich-Walter- Preis, der bisher erst einmal vergeben wurde, an Dr. Carl-Jochen Müller vergeben.";;01-01-03;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-03
467;Fuchsfalle;4766;Friedrichsfeld;T,68;Hirschgasse;[Bahnstrecke];;;Taufbezirk nach Wildtieren;Auf dem Stadtplan von 1955 nachweisbar.;;;Straßennamenkartei FB 62;;Nein;
476;Gärtnerstraße;415;Neckarstadt;L/M,61;Dammstraße;Waldhofstraße;;;"12. Querstraße.
Benennung nach der ehemaligen ""Gärtnerkolonie"" in diesem Teil der Neckarstadt.";Ausbau durch Bürgerauschussbeschluss vom 12.12.1900.;;;Mayher / Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
477;Gaggenauer Straße;4346;Seckenheim;P,67;Forbacher Weg;[Feldweg / Ortsrand];;;"Taufbezirk nach badischen Orten.
Gaggenau, Kreisstadt im Landkreis Rastatt, Baden-Württemberg, an der Murg im nördlichen Schwarzwald in Baden-Württemberg. Der Ursprung Gaggenaus liegt in einer Flußufersiedlung. 1922 wurde Gaggenau zur Stadt erhoben. Der Name bedeutet ""Auensiedlung des Gacko"".";;01-01-12;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-12
502;Gertrud-Bäumer-Straße;1169;Neckarstadt;K,62;Waldhofstraße;Carl Zuckmayer Straße;;;"Taufbezirk nach Schriftstellern.
Gertrud Bäumer (1873-1954), Frauenrechtlerin, Politikerin und Schrifstellerin.
Zusammen mit Helene Lange, der Führerin der bürgerlichen Frauenbewegung, und Friedrich Naumann setzte sich Gertrud Bäumer für die Gleichberechtigung der Frau ein. 1910-1919 war sie Vorsitzende des Dachverbandes der bürgerlichen Frauenbewegung des ""Bundes Deutscher Frauenvereine"" (BDF). Als Redakteurin gab sie die Zeitschriften ""Die Hilfe"" (1912-1940) und ""Die Frau"" (1916-1936) heraus. Im Ersten Weltkrieg gehörte sie zu den Mitbegründerinnnen des ""Nationalen Frauendienstes"", zur Organisation der freiwilligen Kriegseinsätze von Frauen. Als Politikerin war Bäumer 1919/20 für die Deutsche Demokratische Partei (DDP) Mitglied in der Verfassunggebenden Nationalversammlung, von 1920-1930 Reichstagsabgeordnete und stellvertretende Vorsitzende der DDP. 1926 wurde sie mit dem Beitritt Deutschlands in den Völkerbund als Delegierte in die Kommission für soziale und humantitäre Fragen entsandt.1930-1932 war sie Reichstagsabgeordnete für die Deutsche Staatspartei. 1933 wurde sie im Zuge der Machtübernahme der Nationalsozialisten von ihren Ämtern entlassen. Sie engagierte sich im sozialpädagogischen und kulturpolitischen Bereich und veröffentlichte biographische und zeithistorische Schriften und Romanen u.a. ""Adelheid, Mutter der Königreiche"" und ""Im Lichte der Erinnerung.""";;01-01-16;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-16
506;Gießenstraße;7075;Neckarau;Q,63;Schulstraße;Wingertstraße;;;"Gießen, Flußarm oder Wasserlauf (althochdeutsch: ""giozo"", ""gieze""). 
Neckarau war in seiner ursprünglichen geophysikalischen Form von solchen Gießen umgeben. 
Die Gießenstraße liegt am ehemaligen Gewann ""Gießenstücke"".";Auf dem Stadtplan von 1907 (Mannheim in Vergangenheit und Gegenwart) nachweisbar.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
510;Glauchauer Weg;5741;Vogelstang;L,66;Sachsenstraße;[Sackgasse];;;"Taufbezirk nach Städten der ehemaligen DDR.
Glauchau, Kreisstadt des Landkreises Chemnitzer Land, Sachsen, an der Zwickauer Mulde; Glauchau erhielt im 13.Jh. das Stadtrecht.";;01-01-19;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-19
526;Gorxheimer Straße;5165;Käfertal;K,66;(Bundesstraße);Waldgrubenweg;;;"Taufbezirk nach benachbarten Orten.
Gorxheim, Gemeinde im Kreis Bergstraße, Hessen, im Odenwald. 1971 vereinigten sich die Gemeinden Gorxheim und Unter-Flockenbach zur Gemeinde Grundelbachtal, die 1972 um die Gemeinde Trösel erweitert wurde.";;01-01-19;Gemeinderat;Straßennamenkartei FB 62 / Straßenbenennung Bd. 1 FB 62;;Nein;01-01-19
528;Gotenstraße;5987;Wallstadt;L,67;Tauberbischofsheimer Straße;Magdeburger Straße;;;"Taufbezirk nach alten Volksstämmen.
Goten (german.: gutans; latein.: Gothi), ostgermanischer Volksstamm. Die Goten stammten aus Süd- Skandinavien (Süd-Schweden und wohl Gotland) und siedelten um Christi Geburt an der unteren Weichsel. Die Goten, die unter der Herrschaft von Königen standen, wanderten Ende des 2.Jh. zur nördlichen Schwarzmeerküste und fielen im 3.Jh. auf dem Balkan und in Kleinasien ein. Nach 270 besetzten sie die römische Provinz Dakien (Rumänien). Ende des 3.Jh. spaltet sich der Volksstamm in die westlich von Dnjestr und Pruth siedelnden Westgoten und die östlich davon herrschenden Ostgoten, die beide später wieder abwanderten. Reste von Goten hielten sich auf der Krim bis ins 16.Jh. (Krimgoten).";;01-01-29;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-29
544;Große Erlen;2685;Scharhof;D,60;Blumenauer Bruch;[Feldweg];;;Gewann;"Feldweg grenzt an Gewann: ""Große Erlen""";01-01-06;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-06
545;Große Holzgasse;2201;Lindenhof;P,62;Windeckstraße;Rampenweg;;;Gewann;"Vermutlich Benennung ""Holzgasse"" bis 1974 [Quelle: Kartei Teutsch]";;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);Holzgasse;Nein;
547;Großfeldstraße;7515;Neckarau;R,63;Eisenbahnstraße;Schildkrötstraße;;;Gewann;Auf dem Stadtplan von 1907 (Walter, Mannheim in Vergangenheit und Gegenwart) nachweisbar.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
552;Grüntenseeweg;8165;Rheinau;V,66;Chiemseestraße;[Sackgasse];;;"Taufbezirk mit Seen
Grüntensee, See im Allgäu, Bayern.";;01-01-30;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-30
565;Haardtstraße;2105;Lindenhof;P,61;Emil Heckel Straße;Meeräckerstraße;;;"Taufbezirk nach pfälzischen Bergen.
Haardt, östlicher Gebirgsrand des Pfälzerwaldes, Rheinland-Pfalz. Ursprünglich wurde das gesamte bewaldete Bergland im Nordwesten der Oberrheinischen Tiefebene (heutiger Name: ""Pfälzer Wald"") genannt. Heute ist sie noch Bezeichnung für den östlichen Gebirgsrand (Kalmit 673 m) des ""Pälzer Waldes"". Die Haardt fällt steil zum Oberrheingraben ab und wird längs der Deutschen Weinstraße begleitet von vorwiegend tertiärem Hügelland mit dichter Besiedlung. Der Name ""Haardt"" ist als Gebirgs- und Flurname weit verbreitet und bedeutet im mittelhochdeutschen ""Bergwald"" oder ""waldiger Höhenzug"".";;01-01-18;Stadtrat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-18
572;Hagenauer Winkel;4865;Friedrichsfeld;S,69;Hagenauer Straße;Straßburger Ring;;;"Taufbezirk nach Orten im Elsaß und in Lothringen.
Hagenau (französisch Haguenau), Stadt im Département  Bas-Rhin, Frankreich, Unterelsaß. Hagenau entstand nach 1035 um ein Jagdschloß im gleichnamigen Reichsforst. 1164 erhielt es vom Stauferkaiser Friedrich I. (Barbarossa) das Stadtrecht und wurde 1260 Reichstadt. Seit dem 14. Jahrhundert Sitz der kaiserlichen Landvogtei im Niederelsaß, fiel Hagenau mit dieser 1648 im Westfälischen Frieden an Frankreich.";;;Gemeinderat;Straßennamenkartei FB 62;;Nein;
581;Hallesche Straße;5761;Vogelstang;K,67;Chemnitzer Straße;;;;"Taufbezirk nach ostdeutschen Städten.
Halle (Saale), kreisfreie Stadt in Sachsen-Anhalt, in der Leipziger Tieflandsbucht, an der Saale. Wegen der Salzquellen seit vorgeschichtlicher Zeit besiedelt, erhielt Halle 806 eine fränkische Burg. Eine Saline ist seit 961 bezeugt. 968 kam Halle zum Erzstift Magdeburg.1150 erhielt Halle Stadtrecht und war seit 1260 Hansestadt. Unter preußischer Herrschaft (seit 1680) wurde die Universität gegründet. Halle war ein Mittelpunkt der Aufklärung und des Pietismus (Francke, Thomasius, Wolff). 1952-1990 Hauptstadt des DDR-Bezirks Halle.";Ringstraße;01-01-19;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-19
586;Hanfstraße;2315;Sandhofen;G,60;Leinenstraße;Spinnereistraße;;;"Auf dem Gelände des ehemaligen Spinnereibetrieb der Süddeutschen Juteindustrie (Vereinigte Jutespinnerei und Webereien).
Die Stängelfaser (Bastfaser, Weichhanf) des Hanfs dient zur Herstellung von Nähgarnen (Hanfgarn), Bindfäden, Schnüren und Seilen sowie von Segeltuch, Gurten, Matten und Teppichen.";"Ehemaliger Verlauf der Straße: ""Hessische Straße"" - ""Garnstraße"".";01-01-31;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-31
591;Hans-Böckler-Platz;8261;Oststadt;M/N,61/62;Friedrichsring;Cahn Garnier Ufer;;;"Hans Böckler (1875-1951), Gewerkschaftler und Politiker. 
Böckler, seit 1904 in der Gewerkschaftsbewegung tätig, war in den Jahren 1928 bis 1933 Mitglied des Reichstages (SPD). Nach 1945 hatte er maßgeblichen Anteil am Wiederaufbau der Gewerkschaften in der britischen Besatzungszone und wurde 1949 erster Vorsitzender des Deutschen Gewerkschaftsbundes. Er begründete das Wirtschafts- und Sozialwissenschaftliche Institut in der Hans-Böckler-Stiftung.";"Aufhebung Benennung ""Reinhard Heydrich Platz"" am 21.07.1945 durch Gemeinderatsbeschluss, danach Benennung ""Gutenbergplatz"" bis zum 31.10.1963.";01-01-31;Gemeinderat;Straßennamenkartei FB 62 / Straßenbenennung Bd. 1 FB 62;Reinhard Heydrich Platz / Gutenbergplatz;Nein;01-01-31
594;Renée-Sintenis-Weg;8355;Neuhermsheim;P,64;Ernst Barlach Allee;Harrlachgärten, Weg II;Renée-Sintenis-Weg;;"Taufbezirk nach Bildhauern.
Renée Sintenis (1888-1965), deutsche Bildhauerin und Grafikerin. Sie schuf vor allem kleinformatige Tierplastiken, weibliche Aktfiguren und Sportstatuetten. Als burschikoser Frauentyp der Zwanziger Jahre erregte sie Aufsehen und Bewunderung.
Ihre Jugend verbrachte Sintenis in Neuruppin und Stuttgart. Den ersten Zeichenunterricht bekam sie an der Oberschule in Stuttgart. 1908-1911 studierte sie an der Kunstgewerbeschule Berlin in der Klasse von Leo von König. Später wechselte sie in die Bildhauerklasse Wilhelm Haverkamps. Sie verdiente ihren Lebensunterhalt als Sekretärin und hatte mit kleinformatigen plastischen Arbeiten Erfolg. In ihrem Freundeskreis tummelten sich die Schriftsteller Joachim Ringelnatz und Christa Winsloe. 1917 heiratete sie den Schriftkünstler und Maler E.R. Weiß. In den 1920-er Jahren konnte Sintenis große künstlerische Erfolge erzielen. 1931 wurde sie als erste Bildhauerein in der Berliner Akademie der Künste aufgenommen. In den 1930-er Jahre stellte sie in New York und Paris aus. Während der Zeit des Nationalsozialismus verbannte man sie aus der Akademie der Künste und zählte ihre Werke zur ""entarteten Kunst"". 1942 stirbt ihr Mann.
Von 1947 an ist sie als Professorin an der Hochschule für Bildende Künste in Berlin tätig. 1955 nimmt die Akademie der Künste sie erneut in ihre Reihen auf.
Das Haus ihrer letzten Wohnstätte in Berlin-Schöneberg, Innsbrucker Straße 23 a, die sie mit Magdalena Goldmann teilte, ziert eine Gedenktafel. Auf dem Waldfriedhof in Berlin-Dahlem erhielt Renée Sintenis ein Ehrengrab. In Berlin-Frohnau trägt  eine Grundschule ihren Namen. 
Werke: ""Springendes Fohlen"" (1940) im Lameygarten Mannheim; ""Grasendes Fohlen"" auf dem Renée-Sintenis-Platz in Berlin-Friedenau (Platz  wurde 1967 nach der Künstlerin benannt); Bronzener ""Berliner Bär"" (1932) auf dem Mittelstreifen am Autobahn-Kleeblatt Berlin-Zehlendorf. Auszeichnungen: 1932: Olympia-Preis (für die 1926 geschaffene Bronze ""Der Läufer von Nurmi""); 1948: Kunstpreis der Stadt Berlin; 1952: ""Ritter der Friedensklasse"" des Ordens Pour le mérite; 1953: Großes Bundesverdienstkreuz; 1988: Briefmarke zu Ehren von Renée Sintenis, Deutsche Bundespost Berlin.";Umbennenung erfolgte durch Gemeinderatsbeschluss vom 21.11.2007;01-01-23;Gemeinderat;Straßennamenkartei FB 62;Hans-Nagel-Weg;Nein;01-01-23
600;Harpener Straße;7825;Rheinau;T,65;Rhenaniastraße;Becken 21;;;"Taufbezirk nach niederrheinischen Industrie- und Handelsplätzen. Die Städte erinnern an die regen Wirtschaftsbeziehungen mit Mannheim.
Harpen, Stadtteil der kreisfreien Stadt Bochum, Regionalverband Ruhr, Nordrhein-Westfalen, im mittleren Ruhrgebiet.  Die Gemeinde Harpen wurde 1929 nach Bochum eingemeindet.";Im Adressbuch von 1929 nachweisbar.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
615;Heckerstraße;6721;Neckarau;P/Q,62;Brentanostraße;48er Platz;;;"Taufbezirk nach Freiheitskämpfern der Revolution von 1948/49.
Friedrich Hecker (1811-1881), Rechtsanwalt, Politiker und Revolutionär. Der in Mannheim aufgewachsene Hecker war seit 1842 liberaler Abgeordneter der Zweiten Kammer Badens und wandelte sich unter dem Einfluß G. von Struves zum radikaldemokratischen Parteiführer. Nachdem 1848 im Frankfurter Vorparlament lediglich die Wahl einer deutschen Nationalversammlung zur Feststellung der deutschen Reichsverfassung, nicht aber die Forderung nach einer nationalen Republik beschlossen wurde, organisierte Hecker mit Struve und anderen Revolutionären im April die erste ""republikanische Erhebung"" in Baden. Diese wird jedoch von den Truppen des Deutschen Bundes unter General von Gagern schnell niedergeschlagen. Hecker flieht daraufhin in die Schweiz und wandert dann in die USA aus, wo er als Oberst am amerikanischen Bürgerkrieg teilnimmt.";;01-01-15;Stadtrat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-15
624;Heinrich-Heine-Straße;6861;Neckarau;Q,62;Germaniastraße;Karl Marx Straße;;;"Taufbezirk zur Revolution von 1848/49.
Heinrich Heine (1797-1856), Dichter und Schriftsteller.
Heine trat vom jüdischen zum evangelischen Glauben über. Seit 1831war er als Berichterstatter für die Augsburger ""Allgemeine Zeitung"" in Paris tätig, wo er als geistiger Mittler zwischen Deutschland und Frankreich wirkte. Dort hatte er Kontakt zu  Balzac, Sand und Marx, die ihn in seiner politischen Entwicklung prägten. Heine vereinte und mischte schwermütiges Gefühl mit witzig pointierender Ironie, Merkmale der Romantik mit denen des Jungen Deutschland. Die zeitgenössischen Zustände und politischen Utopien beschrieb er in beißender Satire. Mit seinem witzigen, polemischen und kritsch-entlarvenden Stil wurde er zum Wegbereiter eines zeitkämpferischen Journalismus und des modernen Feuilletons. - Lyrik: ""Gedichte"", erweitert als ""Buch der Lieder"",  ""Romanzero"" 1851. Versepen: ""Atta Troll"", ""Deutschland. Ein Wintermärchen"". Prosa: ""Reisebilder"", ""Zur Geschichte der Religion und Philosophie in Deutschland"", ""Die romantische Schule"" .";"Umbenennung des nördlichen Teil der ""Germaniastraße""";;Gemeinderat;Straßennamenkartei FB 62 / Straßenbenennung Bd. 1 FB 62;Germaniastraße;Nein;
625;Heinrich-Hertz-Straße;7185;Neckarau;Q,63;Voltastraße;Eisenbahnstraße;;;"Taufbezirk nach Physikern.
Prof. Heinrich Hertz (1857-1894), Physiker. 
Hertz, Professor in Karlsruhe und Bonn, bestätigte durch seine Untersuchungen über die Ausbreitung der elektronischen Wellen 1887/88 die Voraussagen der Maxwellschen elektromagnetischen Lichttheorie. Die von ihm entdeckten ""Hertzschen Wellen"" bilden eine der Grundlagen der heutigen Hochfrequenztechnik. Hertz entdeckte ferner den Einfluß ultravioletter Strahlen auf die elektrische Entladung (1887), was später W. Hallwachs zur Entdeckung des lichtelektrischen Effektes führte.";Im Adressbuch von 1929 nachweisbar.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
628;Heinrich-Pesch-Weg;3323;Waldhof;H,62;Glücksburger Weg;Rindenweg;;;"Taufbezirk nach katholischen und protestantischen Vertretern.
Heinrich Pesch (1854-1926), Wirtschafts- und Sozialwissenschaftler. 
Pesch, seit 1876 Jesuit, entwickelte in seinem ""Lehrbuch der Nationalökonomie"" (5 Bde. 1905-23) von der katholischen Soziallehre ausgehend den gesellschaftlichen Solidarismus (Sozialethik).  Seine Lehre basiert auf drei Grundpfeilern des menschlichen Lebens:  Ehe/ Familie, Staat und Privateigentum. Danach ist der Mensch und nicht der Markt Subjekt und Ziel der Wirtschaft. Seine Vorstellungen flossen in die Papst- Enzyklika »Quadragesimo anno« (1931) ein. Nach ihm ist das Heinrich-Pesch-Haus in Ludwigshafen benannt.";;01-01-25;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-25
643;Hermann-Löns-Straße;6615;Feudenheim;N/O,66;Odenwaldstraße;Am Sonnigen Hang;;;"Taufbezirk nach Schriftstellern.
Hermann Löns (1866-1914), Schriftsteller. 
Löns gehörte zu den Vertretern der Heimatkunst. Aus der Bindung an die norddeutsche Landschaft und ihre Bewohner entstanden Heide- und Liebeslyrik (»Der kleine Rosengarten«, 1911) und Tiergeschichten (»Mümmelmann«, 1909) mit meisterhaften Naturschilderungen. Weiter schrieb er Soldatengesänge und dem als Bauernchronik des Dreißigjährigen Krieges angelegten Roman »Der Wehrwolf« (1910). Die nationalsozialistische Kulturpolitik stilisierte Löns zum Wegbereiter ihrer eigenen Ideologie. Hermann Löns meldete sich freiwillig zum Militär und fiel im September 1914.";;01-01-14;Stadtrat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-14
659;Hintergasse;2561;Sandhofen;G,59;Kriegerstraße;Dorfstraße;;;Alte natürliche Straßenbenennung.;Bereits im Stadtplan 1940 nachweisbar. 1929 noch nicht im Adressbuch.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchivs (erstellt 1927 aus 1921)/ Adressbuch 1929, Stadtarchiv/ Stadtplan 1940, Stadtarchiv.;;Nein;
697;Hüninger Straße;4841;Friedrichsfeld;T,69;Mühlhauser Straße;Altkircher Straße;;;"Taufbezirk nach Orten im Elsass und in Lothringen.
Hüningen (französisch Huningue), Stadt im französischen Département Haut-Rhin (Oberelsass) an der Grenze zur Schweiz, Elsass. 
Die Festung Hüningen, 1679 von Vauban erbaut, wurde 1815 geschleift.";"Im Adressbuch von 1941/1942 nachweisbar.
Friedrichsfeld wurde am 01.10.1930 eingemeindet.";;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchivs (erstellt 1927 aus 1921)/ Adressbuch 1941/42, Stadtarchiv;;Nein;
715;Im Kaisergewann;8336;Seckenheim;Q,68;Innerer Heckweg;Endet als Sackgasse;;;Gewann;;01-01-27;Gemeinderat;Straßennamenkartei des FB 62.;;Nein;01-01-27
